"Season","Sector","Category","Crop","QueryType","QueryText","KCCAns","StateName","DistrictName","BlockName","CreatedOn"
"KHARIF","HORTICULTURE","Vegetables","Cauliflower","Seeds and Planting Material","variety of cauliflower?","snowball-16, pusa snowball-1, pusa snowball-2, K-1, daniya, snoking, pusa synthetic, vishvabharti.","UTTAR PRADESH","BALLIA","BAIRIA                                            ","2018-09-01 07:43:35.963"
"KHARIF","HORTICULTURE","Vegetables","Cauliflower","Seeds and Planting Material","variety of cauliflower?","snowball-16, pusa snowball-1, pusa snowball-2, K-1, daniya, snoking, pusa synthetic, vishvabharti.","UTTAR PRADESH","BALLIA","BAIRIA                                            ","2018-09-01 07:43:35.963"
"KHARIF","AGRICULTURE","Others","Others","Weather","Weather information?","kisan bhai aapke yhan es sptah baadl chhaye rhne ke sath-sath hlki se mdhym baarish hone ke aasar bne huye hai","UTTAR PRADESH","BALLIA","BANSDIH                                           ","2018-09-01 08:51:02.447"
"KHARIF","AGRICULTURE","Others","Others","Weather","Weather information?","kisan bhai aapke yhan es sptah baadl chhaye rhne ke sath-sath hlki se mdhym baarish hone ke aasar bne huye hai","UTTAR PRADESH","BALLIA","BANSDIH                                           ","2018-09-01 08:51:02.447"
"KHARIF","HORTICULTURE","Vegetables","Brinjal","	Plant Protection	","Control of white fly in Brinjal","Dear Farmer spray of Thiomethoxam 25% WDG 40 Gram per acre with 200  liter of water","UTTAR PRADESH","BALLIA","REOTI                                             ","2018-09-01 09:21:34.660"
"KHARIF","HORTICULTURE","Vegetables","Brinjal","	Plant Protection	","Control of white fly in Brinjal","Dear Farmer spray of Thiomethoxam 25% WDG 40 Gram per acre with 200  liter of water","UTTAR PRADESH","BALLIA","REOTI                                             ","2018-09-01 09:21:34.660"
"KHARIF","HORTICULTURE","Vegetables","Brinjal","	Plant Protection	","Control of Fruit Shoot borer in Brinjal...?","Dear farmer Spray of Flubendiamide (39.35% SC) @ 50 ml/acre with 200 liter of water","UTTAR PRADESH","BALLIA","REOTI                                             ","2018-09-01 09:24:30.987"
"KHARIF","HORTICULTURE","Vegetables","Brinjal","	Plant Protection	","Control of Fruit Shoot borer in Brinjal...?","Dear farmer Spray of Flubendiamide (39.35% SC) @ 50 ml/acre with 200 liter of water","UTTAR PRADESH","BALLIA","REOTI                                             ","2018-09-01 09:24:30.987"
"KHARIF","HORTICULTURE","Vegetables","Radish","	Plant Protection	","variety of radish?","kisan bhai muli ki prajati -pusa himani,pus chetki aur pusa reshami hai","UTTAR PRADESH","BALLIA","BAIRIA                                            ","2018-09-01 10:45:44.510"
"KHARIF","HORTICULTURE","Vegetables","Radish","	Plant Protection	","variety of radish?","kisan bhai muli ki prajati -pusa himani,pus chetki aur pusa reshami hai","UTTAR PRADESH","BALLIA","BAIRIA                                            ","2018-09-01 10:45:44.510"
"KHARIF","AGRICULTURE","Cereals","Paddy (Dhan)","Nutrient Management","nutrient management in paddy...?","kisan bhai aap 35 kg urea+05 kg sink sulphet/acre bikhere.","UTTAR PRADESH","BALLIA","SOHANV                                            ","2018-09-01 11:04:21.600"
"KHARIF","AGRICULTURE","Cereals","Paddy (Dhan)","Nutrient Management","nutrient management in paddy...?","kisan bhai aap 35 kg urea+05 kg sink sulphet/acre bikhere.","UTTAR PRADESH","BALLIA","SOHANV                                            ","2018-09-01 11:04:21.600"
"KHARIF","AGRICULTURE","Others","Others","Weather","mausam ki jankari de ...?","kisan bjhai poore saptah halki baris tatha ajj kal me achhi baris hone ka anuman hai","UTTAR PRADESH","BALLIA","RASRA                                             ","2018-09-01 11:08:38.843"
"KHARIF","AGRICULTURE","Others","Others","Weather","mausam ki jankari de ...?","kisan bjhai poore saptah halki baris tatha ajj kal me achhi baris hone ka anuman hai","UTTAR PRADESH","BALLIA","RASRA                                             ","2018-09-01 11:08:38.843"
"KHARIF","ANIMAL HUSBANDRY","Animal","Bovine(Cow,Buffalo)","Disease Management","pashu disease information","kisan bhai ko doctor sahab se baat kara di gyi hai","UTTAR PRADESH","BALLIA","BERUARBARI                                        ","2018-09-01 14:06:27.327"
"KHARIF","ANIMAL HUSBANDRY","Animal","Bovine(Cow,Buffalo)","Disease Management","pashu disease information","kisan bhai ko doctor sahab se baat kara di gyi hai","UTTAR PRADESH","BALLIA","BERUARBARI                                        ","2018-09-01 14:06:27.327"
"KHARIF","AGRICULTURE","Cereals","Paddy (Dhan)","	Plant Protection	","khaira disease control in paddy crop.....?","kisan bhai aap apni fasal par 2.5 kg bujha chuna aur 5 kg zinc sulphate/hectare 800 liter pani ke sath ghol bnakar spray kare","UTTAR PRADESH","BALLIA","REOTI                                             ","2018-09-01 14:15:12.377"
