"Season","Sector","Category","Crop","QueryType","QueryText","KCCAns","StateName","DistrictName","BlockName","CreatedOn"
"KHARIF","AGRICULTURE","Oilseeds","Toria","Varieties","toriya ki kismo ki  jankari?","toriya ki unntshil kisme-type-9,bhavani,p.t-303,type -036 ki buvai kre","UTTAR PRADESH","VARANASI","KASHI VIDYAPEETH                                  ","2018-09-01 10:32:31.653"
"KHARIF","AGRICULTURE","Oilseeds","Toria","Varieties","toriya ki kismo ki  jankari?","toriya ki unntshil kisme-type-9,bhavani,p.t-303,type -036 ki buvai kre","UTTAR PRADESH","VARANASI","KASHI VIDYAPEETH                                  ","2018-09-01 10:32:31.653"
"KHARIF","AGRICULTURE","Others","Others","Weather","Inforamtion Of weather    ?","kisan bhai aaj se poore saptah baadal aayege hlki barish hone ki sambhavana hai aur 3 september ko bhari barish ho sakti hai","UTTAR PRADESH","VARANASI","PINDRA                                            ","2018-09-01 11:31:31.993"
"KHARIF","AGRICULTURE","Others","Others","Weather","Inforamtion Of weather    ?","kisan bhai aaj se poore saptah baadal aayege hlki barish hone ki sambhavana hai aur 3 september ko bhari barish ho sakti hai","UTTAR PRADESH","VARANASI","PINDRA                                            ","2018-09-01 11:31:31.993"
"KHARIF","AGRICULTURE","Cereals","Paddy (Dhan)","	Plant Protection	","sheath blighht in paddy crops","copperr oxicholoride 2.0-3.00 gram /liter of water","UTTAR PRADESH","VARANASI","PINDRA                                            ","2018-09-01 11:50:24.560"
"KHARIF","AGRICULTURE","Cereals","Paddy (Dhan)","	Plant Protection	","sheath blighht in paddy crops","copperr oxicholoride 2.0-3.00 gram /liter of water","UTTAR PRADESH","VARANASI","PINDRA                                            ","2018-09-01 11:50:24.560"
"KHARIF","HORTICULTURE","Vegetables","Pumpkin","	Plant Protection	","powdery midew in pumpkin ?","Copper oxychloride 2 gram/liter ki dar se pani me milakar spray kare .","UTTAR PRADESH","VARANASI","ARAJILINE                                         ","2018-09-01 13:50:12.290"
"KHARIF","HORTICULTURE","Vegetables","Pumpkin","	Plant Protection	","powdery midew in pumpkin ?","Copper oxychloride 2 gram/liter ki dar se pani me milakar spray kare .","UTTAR PRADESH","VARANASI","ARAJILINE                                         ","2018-09-01 13:50:12.290"
"KHARIF","AGRICULTURE","Cereals","Paddy (Dhan)","Nutrient Management","nutrient management in paddy crop.........?","kisan bhai aap apni fasal par N:P:K-19:19:19 2Kg/acre 200 liter pani ke sath spray kre","UTTAR PRADESH","VARANASI","CHIRAIGAON                                        ","2018-09-01 14:57:15.670"
"KHARIF","AGRICULTURE","Cereals","Paddy (Dhan)","Nutrient Management","nutrient management in paddy crop.........?","kisan bhai aap apni fasal par N:P:K-19:19:19 2Kg/acre 200 liter pani ke sath spray kre","UTTAR PRADESH","VARANASI","CHIRAIGAON                                        ","2018-09-01 14:57:15.670"
