"Season","Sector","Category","Crop","QueryType","QueryText","KCCAns","StateName","DistrictName","BlockName","CreatedOn"
"JAYAD","AGRICULTURE","Others","Others","Weather","weather information?","1,2,3,4,6 september ko barish hone ki sambhavana hai aur din baadal chaye rahege","UTTAR PRADESH","AZAMGARH","MEHNAGAR                                          ","2018-09-01 07:01:09.440"
"JAYAD","AGRICULTURE","Others","Others","Weather","weather information?","1,2,3,4,6 september ko barish hone ki sambhavana hai aur din baadal chaye rahege","UTTAR PRADESH","AZAMGARH","MEHNAGAR                                          ","2018-09-01 07:01:09.440"
"KHARIF","AGRICULTURE","Others","Others","Weather","Information about weather condition...?","There will be cloudy weather with possibility of rain at 1 to 4 September","UTTAR PRADESH","AZAMGARH","TAHBARPUR                                         ","2018-09-01 07:10:49.637"
"KHARIF","AGRICULTURE","Others","Others","Weather","Information about weather condition...?","There will be cloudy weather with possibility of rain at 1 to 4 September","UTTAR PRADESH","AZAMGARH","TAHBARPUR                                         ","2018-09-01 07:10:49.637"
"KHARIF","AGRICULTURE","Cereals","Paddy (Dhan)","Weed Management","Weed management in paddy...?","khet ki nirai gudai karaye","UTTAR PRADESH","AZAMGARH","KOILSA                                            ","2018-09-01 07:25:03.367"
"KHARIF","AGRICULTURE","Cereals","Paddy (Dhan)","Weed Management","Weed management in paddy...?","khet ki nirai gudai karaye","UTTAR PRADESH","AZAMGARH","KOILSA                                            ","2018-09-01 07:25:03.367"
"KHARIF","AGRICULTURE","Others","Others","Weather","GIVE ME ABOUT WEATHER INFORMATION ?","This week, there is a possibility of heavy rains in September 3","UTTAR PRADESH","AZAMGARH","MIRZAPUR                                          ","2018-09-01 07:28:30.567"
"KHARIF","AGRICULTURE","Others","Others","Weather","GIVE ME ABOUT WEATHER INFORMATION ?","This week, there is a possibility of heavy rains in September 3","UTTAR PRADESH","AZAMGARH","MIRZAPUR                                          ","2018-09-01 07:28:30.567"
"KHARIF","AGRICULTURE","Others","Others","Weather","Please tel me about weather information ?","kisan ji Aap ke yaha Aaj 1 se 6 septembr tak halke baadal ke sath sath halki barish ki sambhawana bani hai .","UTTAR PRADESH","AZAMGARH","LALGANJ                                           ","2018-09-01 07:50:11.127"
"KHARIF","AGRICULTURE","Others","Others","Weather","Please tel me about weather information ?","kisan ji Aap ke yaha Aaj 1 se 6 septembr tak halke baadal ke sath sath halki barish ki sambhawana bani hai .","UTTAR PRADESH","AZAMGARH","LALGANJ                                           ","2018-09-01 07:50:11.127"
