"Season","Sector","Category","Crop","QueryType","QueryText","KCCAns","StateName","DistrictName","BlockName","CreatedOn"
"JAYAD","AGRICULTURE","Others","Others","Weather","Weather information ?","Farmer brother, you are likely to get showers from 01 to 04 September.","UTTAR PRADESH","MAHOBA","JAITPUR                                           ","2018-09-01 06:49:51.257"
"JAYAD","AGRICULTURE","Others","Others","Weather","Weather information ?","Farmer brother, you are likely to get showers from 01 to 04 September.","UTTAR PRADESH","MAHOBA","JAITPUR                                           ","2018-09-01 06:49:51.257"
"KHARIF","AGRICULTURE","Others","Others","Weather","About weather information?","Farmer brother, there is a possibility of rain every day from September 1 to September 4.","UTTAR PRADESH","MAHOBA","PANWARI                                           ","2018-09-01 07:45:02.357"
"KHARIF","AGRICULTURE","Others","Others","Weather","About weather information?","Farmer brother, there is a possibility of rain every day from September 1 to September 4.","UTTAR PRADESH","MAHOBA","PANWARI                                           ","2018-09-01 07:45:02.357"
"KHARIF","AGRICULTURE","Others","Others","Weather","weather information ?","kisaan bhai aapke yahn par poore saptah me 1-2-3 september ko tej barish ki sambhawana hai baaki dino me hlki bundaa-baandi hone ki sambhawana hai","UTTAR PRADESH","MAHOBA","PANWARI                                           ","2018-09-01 08:22:40.793"
"KHARIF","AGRICULTURE","Others","Others","Weather","weather information ?","kisaan bhai aapke yahn par poore saptah me 1-2-3 september ko tej barish ki sambhawana hai baaki dino me hlki bundaa-baandi hone ki sambhawana hai","UTTAR PRADESH","MAHOBA","PANWARI                                           ","2018-09-01 08:22:40.793"
"KHARIF","AGRICULTURE","Others","Others","Weather","ASKED ABOUT WEATHER FORECASTING ?","kisan bhai ap ke kshetra me aj  bhari baris hone ki sambhawna  ban rahi hai","UTTAR PRADESH","MAHOBA","PANWARI                                           ","2018-09-01 08:59:36.813"
"KHARIF","AGRICULTURE","Others","Others","Weather","ASKED ABOUT WEATHER FORECASTING ?","kisan bhai ap ke kshetra me aj  bhari baris hone ki sambhawna  ban rahi hai","UTTAR PRADESH","MAHOBA","PANWARI                                           ","2018-09-01 08:59:36.813"
"KHARIF","AGRICULTURE","Others","Others","Weather","ASKED ABOUT WEATHER FORECASTING ?","kisan bhai ap ke kshetra me aj  bhari baris hone ki sambhawna  ban rahi hai","UTTAR PRADESH","MAHOBA","JAITPUR                                           ","2018-09-01 09:28:24.973"
"KHARIF","AGRICULTURE","Others","Others","Weather","ASKED ABOUT WEATHER FORECASTING ?","kisan bhai ap ke kshetra me aj  bhari baris hone ki sambhawna  ban rahi hai","UTTAR PRADESH","MAHOBA","JAITPUR                                           ","2018-09-01 09:28:24.973"
