"Season","Sector","Category","Crop","QueryType","QueryText","KCCAns","StateName","DistrictName","BlockName","CreatedOn"
"JAYAD","AGRICULTURE","Others","Others","Weather","weather information?","1,2,3,4,5 september ko barish hone ki sambhavana hai aur din baadal chaye rahege","UTTAR PRADESH","AGRA","BAH                                               ","2018-09-01 06:09:35.947"
"JAYAD","AGRICULTURE","Others","Others","Weather","weather information?","1,2,3,4,5 september ko barish hone ki sambhavana hai aur din baadal chaye rahege","UTTAR PRADESH","AGRA","BAH                                               ","2018-09-01 06:09:35.947"
"KHARIF","HORTICULTURE","Vegetables","Tomato","	Plant Protection	","Control of stem rot in Tomato","Dear farmer Spray of Copper oxychloride 50 wp @ 3 gm/liter of water","UTTAR PRADESH","AGRA","JAGNER                                            ","2018-09-01 07:44:31.157"
"KHARIF","HORTICULTURE","Vegetables","Tomato","	Plant Protection	","Control of stem rot in Tomato","Dear farmer Spray of Copper oxychloride 50 wp @ 3 gm/liter of water","UTTAR PRADESH","AGRA","JAGNER                                            ","2018-09-01 07:44:31.157"
"KHARIF","AGRICULTURE","Others","Others","Weather","Weather information of Agra ........?","Kisan bhai aapke yaha 01,02,03,04 september ke din 08-09 mm barish hone ki sambhavana hai","UTTAR PRADESH","AGRA","BAH                                               ","2018-09-01 08:54:37.697"
"KHARIF","AGRICULTURE","Others","Others","Weather","Weather information of Agra ........?","Kisan bhai aapke yaha 01,02,03,04 september ke din 08-09 mm barish hone ki sambhavana hai","UTTAR PRADESH","AGRA","BAH                                               ","2018-09-01 08:54:37.697"
"KHARIF","AGRICULTURE","Others","Others","Weather","Plz give me weather information..?","kisan bhai aaj se 5 september tak hlki se tej baarish ki sambhavna hai .","UTTAR PRADESH","AGRA","JAGNER                                            ","2018-09-01 09:36:41.647"
"KHARIF","AGRICULTURE","Others","Others","Weather","Plz give me weather information..?","kisan bhai aaj se 5 september tak hlki se tej baarish ki sambhavna hai .","UTTAR PRADESH","AGRA","JAGNER                                            ","2018-09-01 09:36:41.647"
"KHARIF","AGRICULTURE","Others","Others","Weather","information weather ?","Kisan Bhai, you have a cloud today from today till 6th September, from today till 3 September there is a possibility of light rain. 4, 5, September, light drizzle can occur","UTTAR PRADESH","AGRA","FATEHABAD                                         ","2018-09-01 10:34:42.693"
"KHARIF","AGRICULTURE","Others","Others","Weather","information weather ?","Kisan Bhai, you have a cloud today from today till 6th September, from today till 3 September there is a possibility of light rain. 4, 5, September, light drizzle can occur","UTTAR PRADESH","AGRA","FATEHABAD                                         ","2018-09-01 10:34:42.693"
"KHARIF","AGRICULTURE","Fiber Crops","Cotton (Kapas)","Nutrient Management","Nutrient management of cotton","Nitrobenzene 20%  (Boom Flower )is recommended @ 2 to 4 ml per","UTTAR PRADESH","AGRA","BARAULI AHIR                                      ","2018-09-01 10:39:16.193"
"KHARIF","AGRICULTURE","Fiber Crops","Cotton (Kapas)","Nutrient Management","Nutrient management of cotton","Nitrobenzene 20%  (Boom Flower )is recommended @ 2 to 4 ml per","UTTAR PRADESH","AGRA","BARAULI AHIR                                      ","2018-09-01 10:39:16.193"
"KHARIF","AGRICULTURE","Others","Others","Weather","mausam ki jankari de ...?","poore saptah halki baris tatha ajj kal me achhi baris hone ka anuman hai","UTTAR PRADESH","AGRA","KHERAGARH                                         ","2018-09-01 10:44:35.370"
"KHARIF","AGRICULTURE","Others","Others","Weather","mausam ki jankari de ...?","poore saptah halki baris tatha ajj kal me achhi baris hone ka anuman hai","UTTAR PRADESH","AGRA","KHERAGARH                                         ","2018-09-01 10:44:35.370"
"KHARIF","AGRICULTURE","Millets","Pearl Millet (Bajra/Bulrush Millet/Spiked Millet)","	Plant Protection	","stem borer in maize?","Carbaryl 50% WP @ 500 gram/acre ki dar se prayog kare.","UTTAR PRADESH","AGRA","PINAHAT                                           ","2018-09-01 10:48:48.357"
"KHARIF","AGRICULTURE","Millets","Pearl Millet (Bajra/Bulrush Millet/Spiked Millet)","	Plant Protection	","stem borer in maize?","Carbaryl 50% WP @ 500 gram/acre ki dar se prayog kare.","UTTAR PRADESH","AGRA","PINAHAT                                           ","2018-09-01 10:48:48.357"
"KHARIF","AGRICULTURE","Millets","Maize (Makka)","Nutrient Management","spraying of nutrient?","Spray of N:P:K 19:19:19 @ 10 gram + micronutrient 5 gram/liter of water.","UTTAR PRADESH","AGRA","JAITPUR KALAN                                     ","2018-09-01 11:04:13.817"
"KHARIF","AGRICULTURE","Millets","Maize (Makka)","Nutrient Management","spraying of nutrient?","Spray of N:P:K 19:19:19 @ 10 gram + micronutrient 5 gram/liter of water.","UTTAR PRADESH","AGRA","JAITPUR KALAN                                     ","2018-09-01 11:04:13.817"
"KHARIF","AGRICULTURE","Others","Others","Weather","about asked weather  information ?","es hapte mausam me badal ththa barish ki sambhwna bani hai .","UTTAR PRADESH","AGRA","BARAULI AHIR                                      ","2018-09-01 11:10:04.583"
"KHARIF","AGRICULTURE","Others","Others","Weather","about asked weather  information ?","es hapte mausam me badal ththa barish ki sambhwna bani hai .","UTTAR PRADESH","AGRA","BARAULI AHIR                                      ","2018-09-01 11:10:04.583"
"KHARIF","AGRICULTURE","Others","Others","Weather","Asking about weather information  ?","KISAN BHAI AAJ KAL OR 4 KO TEJ BARISH KE SATH 5 SE MAUSUM SAAF HONE KI SAMBHAWANA HAI","UTTAR PRADESH","AGRA","FATEHABAD                                         ","2018-09-01 11:11:11.757"
"KHARIF","AGRICULTURE","Others","Others","Weather","Asking about weather information  ?","KISAN BHAI AAJ KAL OR 4 KO TEJ BARISH KE SATH 5 SE MAUSUM SAAF HONE KI SAMBHAWANA HAI","UTTAR PRADESH","AGRA","FATEHABAD                                         ","2018-09-01 11:11:11.757"
"KHARIF","AGRICULTURE","Cereals","Paddy (Dhan)","Weather","Please give me weather information............?","Dear Kisan Bhai, according to your area there is a possibility of light rainfall on  01.02.03.04 september","UTTAR PRADESH","AGRA","FATEHPUR SIKRI                                    ","2018-09-01 11:22:27.130"
"KHARIF","AGRICULTURE","Cereals","Paddy (Dhan)","Weather","Please give me weather information............?","Dear Kisan Bhai, according to your area there is a possibility of light rainfall on  01.02.03.04 september","UTTAR PRADESH","AGRA","FATEHPUR SIKRI                                    ","2018-09-01 11:22:27.130"
"KHARIF","HORTICULTURE","Fruits","Guava","Fertilizer Use and Availability","flowering and fruiting problem in guava ?","micronutrient 3 ml dava prati prati litar pani ki dar se gholkar chhidkav kare.","UTTAR PRADESH","AGRA","JAITPUR KALAN                                     ","2018-09-01 12:02:45.750"
"KHARIF","HORTICULTURE","Fruits","Guava","Fertilizer Use and Availability","flowering and fruiting problem in guava ?","micronutrient 3 ml dava prati prati litar pani ki dar se gholkar chhidkav kare.","UTTAR PRADESH","AGRA","JAITPUR KALAN                                     ","2018-09-01 12:02:45.750"
"KHARIF","AGRICULTURE","Others","Others","Weather","Tell me about Weather information of Agra?","Kisan bhai Aaj apke shetra me bhari barish hone ki sambhavna hai.","UTTAR PRADESH","AGRA","BAH                                               ","2018-09-01 12:31:56.560"
