"Season","Sector","Category","Crop","QueryType","QueryText","KCCAns","StateName","DistrictName","BlockName","CreatedOn"
"KHARIF","AGRICULTURE","Others","Others","Weather","Plz give me weather information..?","kisan bhai aaj se 5 september tak hlki se tej baarish ki sambhavna hai .","UTTAR PRADESH","AURAIYA","BIDHUNA                                           ","2018-09-01 06:21:57.060"
"KHARIF","AGRICULTURE","Others","Others","Weather","Plz give me weather information..?","kisan bhai aaj se 5 september tak hlki se tej baarish ki sambhavna hai .","UTTAR PRADESH","AURAIYA","BIDHUNA                                           ","2018-09-01 06:21:57.060"
"KHARIF","AGRICULTURE","Others","Others","Weather","give me weather information.....?","kisan bhai is sptah  badal dikhai de rhe hai barish me ki sambhawana hai","UTTAR PRADESH","AURAIYA","BIDHUNA                                           ","2018-09-01 07:04:56.747"
"KHARIF","AGRICULTURE","Others","Others","Weather","give me weather information.....?","kisan bhai is sptah  badal dikhai de rhe hai barish me ki sambhawana hai","UTTAR PRADESH","AURAIYA","BIDHUNA                                           ","2018-09-01 07:04:56.747"
"KHARIF","ANIMAL HUSBANDRY","Animal","Bovine(Cow,Buffalo)","Animal Production (Piggery, Goatery, Sheep Farming etc.)","Pashupalan ke bare me jankari ?","kisan aap jile ke pashupalan vibhag se sampark kare .","UTTAR PRADESH","AURAIYA","ERWA KATRA                                        ","2018-09-01 08:50:30.700"
"KHARIF","ANIMAL HUSBANDRY","Animal","Bovine(Cow,Buffalo)","Animal Production (Piggery, Goatery, Sheep Farming etc.)","Pashupalan ke bare me jankari ?","kisan aap jile ke pashupalan vibhag se sampark kare .","UTTAR PRADESH","AURAIYA","ERWA KATRA                                        ","2018-09-01 08:50:30.700"
"KHARIF","AGRICULTURE","Others","Others","Weather","Inforamtion Of weather    ?","kisan bhai bhai aaj se poore saptah baadal aayege hlki barish hone ki sambhavana hai 2 september aur 3 september ko bhari barish ho sakti hai","UTTAR PRADESH","AURAIYA","ACHCHALDA                                         ","2018-09-01 09:13:30.667"
"KHARIF","AGRICULTURE","Others","Others","Weather","Inforamtion Of weather    ?","kisan bhai bhai aaj se poore saptah baadal aayege hlki barish hone ki sambhavana hai 2 september aur 3 september ko bhari barish ho sakti hai","UTTAR PRADESH","AURAIYA","ACHCHALDA                                         ","2018-09-01 09:13:30.667"
"KHARIF","AGRICULTURE","Cereals","Paddy (Dhan)","Weather","Please give me weather information.....?","kisan bhai aapke yaha aaj se lekar 06 september tak halki madhyam barish ki sambhavnaa bni hui hai","UTTAR PRADESH","AURAIYA","ACHCHALDA                                         ","2018-09-01 09:18:05.230"
"KHARIF","AGRICULTURE","Cereals","Paddy (Dhan)","Weather","Please give me weather information.....?","kisan bhai aapke yaha aaj se lekar 06 september tak halki madhyam barish ki sambhavnaa bni hui hai","UTTAR PRADESH","AURAIYA","ACHCHALDA                                         ","2018-09-01 09:18:05.230"
