"Season","Sector","Category","Crop","QueryType","QueryText","KCCAns","StateName","DistrictName","BlockName","CreatedOn"
"0","","","","","","","UTTAR PRADESH","KUSHI NAGAR","PADRAUNA                                          ","2018-10-01 11:11:47.883"
"0","","","","","","","UTTAR PRADESH","KUSHI NAGAR","PADRAUNA                                          ","2018-10-01 11:11:47.883"
"0","ANIMAL HUSBANDRY","Animal","Goat","","Bakari palan sambandhit jankari lena hai  ?","Kisan ji Bakari palan sambandhit jankari ke liye 0565-2763320 par sampark kare   .","UTTAR PRADESH","KUSHI NAGAR","NEBUA NAURANGIA                                   ","2018-10-01 11:19:26.563"
"0","ANIMAL HUSBANDRY","Animal","Goat","","Bakari palan sambandhit jankari lena hai  ?","Kisan ji Bakari palan sambandhit jankari ke liye 0565-2763320 par sampark kare   .","UTTAR PRADESH","KUSHI NAGAR","NEBUA NAURANGIA                                   ","2018-10-01 11:19:26.563"
"0","","","","","","","UTTAR PRADESH","KUSHI NAGAR","SUKRAULI                                          ","2018-10-01 13:35:27.060"
"0","","","","","","","UTTAR PRADESH","KUSHI NAGAR","SUKRAULI                                          ","2018-10-01 13:35:27.060"
"0","","","","","","","UTTAR PRADESH","KUSHI NAGAR","VISHUNPURA                                        ","2018-10-01 17:51:10.787"
"0","","","","","","","UTTAR PRADESH","KUSHI NAGAR","VISHUNPURA                                        ","2018-10-01 17:51:10.787"
"0","HORTICULTURE","Fruits","Mango","","Control of leaf scorch in mango fruit ?
","Use of potassium sulphate@ 500 gm. in 100 liter water .
","UTTAR PRADESH","KUSHI NAGAR","RAMKOLA                                           ","2018-10-02 10:08:14.543"
"0","HORTICULTURE","Fruits","Mango","","Control of leaf scorch in mango fruit ?
","Use of potassium sulphate@ 500 gm. in 100 liter water .
","UTTAR PRADESH","KUSHI NAGAR","RAMKOLA                                           ","2018-10-02 10:08:14.543"
"0","","","","","","","UTTAR PRADESH","KUSHI NAGAR","KASAYA                                            ","2018-10-02 12:52:54.487"
"0","","","","","","","UTTAR PRADESH","KUSHI NAGAR","KASAYA                                            ","2018-10-02 12:52:54.487"
"0","","","","","","","UTTAR PRADESH","KUSHI NAGAR","KASAYA                                            ","2018-10-02 12:52:59.510"
"0","","","","","","","UTTAR PRADESH","KUSHI NAGAR","KASAYA                                            ","2018-10-02 12:52:59.510"
"0","HORTICULTURE","Fruits","Pineapple","","Planting time of pineapple....?","
Dear farmer,The suitable time for pineapple cultivation is on the commencement of the kharif season or monsoon.","UTTAR PRADESH","KUSHI NAGAR","KHADDA                                            ","2018-10-02 18:42:01.170"
"0","HORTICULTURE","Fruits","Pineapple","","Planting time of pineapple....?","
Dear farmer,The suitable time for pineapple cultivation is on the commencement of the kharif season or monsoon.","UTTAR PRADESH","KUSHI NAGAR","KHADDA                                            ","2018-10-02 18:42:01.170"
"0","ANIMAL HUSBANDRY","Animal","Dog","","Contecte numbar Indian Veterinary Research Institute in Bareilly.....?","
Indian Veterinary Research Institute in Bareilly-0581 231 0057
","UTTAR PRADESH","KUSHI NAGAR","HATA                                              ","2018-10-03 08:35:46.643"
"0","ANIMAL HUSBANDRY","Animal","Dog","","Contecte numbar Indian Veterinary Research Institute in Bareilly.....?","
Indian Veterinary Research Institute in Bareilly-0581 231 0057
","UTTAR PRADESH","KUSHI NAGAR","HATA                                              ","2018-10-03 08:35:46.643"
"0","ANIMAL HUSBANDRY","Animal","Bovine(Cow,Buffalo)","","Pashu sambandi jankari chahiye?","Pashu sambandi jankari ke liye 1800 180 5141 pe call kare","UTTAR PRADESH","KUSHI NAGAR","HATA                                              ","2018-10-03 09:00:41.970"
"0","ANIMAL HUSBANDRY","Animal","Bovine(Cow,Buffalo)","","Pashu sambandi jankari chahiye?","Pashu sambandi jankari ke liye 1800 180 5141 pe call kare","UTTAR PRADESH","KUSHI NAGAR","HATA                                              ","2018-10-03 09:00:41.970"
"0","AGRICULTURE","Cereals","Paddy (Dhan)","","plant protection in paddy .?","Dear farmer use to  Mancozeb 75% WP 2g/liter water splash in the field
","UTTAR PRADESH","KUSHI NAGAR","PADRAUNA                                          ","2018-10-05 09:27:05.930"
"0","AGRICULTURE","Cereals","Paddy (Dhan)","","plant protection in paddy .?","Dear farmer use to  Mancozeb 75% WP 2g/liter water splash in the field
","UTTAR PRADESH","KUSHI NAGAR","PADRAUNA                                          ","2018-10-05 09:27:05.930"
"0","AGRICULTURE","Others","Others","","information about solar pump .....?","more information contact to block","UTTAR PRADESH","KUSHI NAGAR","FAZILNAGAR                                        ","2018-10-05 10:10:28.770"
"0","AGRICULTURE","Others","Others","","information about solar pump .....?","more information contact to block","UTTAR PRADESH","KUSHI NAGAR","FAZILNAGAR                                        ","2018-10-05 10:10:28.770"
"0","HORTICULTURE","Vegetables","Brinjal","","Fruit and Shoot Borer problem in brinjal crop ?
","For high population spray Spinosad@1ml/Ltr of water
","UTTAR PRADESH","KUSHI NAGAR","KASAYA                                            ","2018-10-05 10:25:04.370"
"0","HORTICULTURE","Vegetables","Brinjal","","Fruit and Shoot Borer problem in brinjal crop ?
","For high population spray Spinosad@1ml/Ltr of water
","UTTAR PRADESH","KUSHI NAGAR","KASAYA                                            ","2018-10-05 10:25:04.370"
"KHARIF","AGRICULTURE","Sugar and Starch Crops","Sugarcane (Noble Cane)","	Plant Protection	","Control yellow leaf disease in sugarcane crops ...?","Use the FORATE 10G @ 8 kg / acre in sugarcane, in the state of moisture.","UTTAR PRADESH","KUSHI NAGAR","KASAYA                                            ","2018-10-06 08:49:02.747"
